commit	paths	parentCount	cluster	classification	disposition	talariaStatus	predecessors
9a91f7058c9728724d403304e50250af4e4433ab	acp_adapter/permissions.py;acp_adapter/server.py;acp_adapter/session.py;agent/agent_init.py;agent/anthropic_adapter.py;agent/auxiliary_client.py;agent/bedrock_adapter.py;agent/browser_registry.py;agent/chat_completion_helpers.py;agent/codex_responses_adapter.py;agent/command_token_source.py;agent/compaction_display.py;agent/context_references.py;agent/copilot_acp_client.py;agent/credential_pool.py;agent/credits_tracker.py;agent/curator.py;agent/curator_backup.py;agent/deadline.py;agent/display.py;agent/empty_response_guard.py;agent/file_safety.py;agent/image_gen_registry.py;agent/image_routing.py;agent/insights.py;agent/manual_compression_feedback.py;agent/memory_manager.py;agent/memory_provider.py;agent/message_metadata.py;agent/moa_loop.py;agent/moa_trace.py;agent/model_metadata.py;agent/models_dev.py;agent/pet/generate/orchestrate.py;agent/plugin_llm.py;agent/plugin_stream_hooks.py;agent/prompt_builder.py;agent/prompt_cache_scope.py;agent/prompt_caching.py;agent/reasoning_effort.py;agent/reasoning_timeouts.py;agent/redact.py;agent/relay_llm.py;agent/relay_runtime.py;agent/repetition_guard.py;agent/secret_scope.py;agent/secret_sources/bitwarden.py;agent/secret_sources/registry.py;agent/shell_hooks.py;agent/skill_commands.py;agent/skill_utils.py;agent/subdirectory_hints.py;agent/system_prompt.py;agent/thread_scoped_output.py;agent/title_generator.py;agent/tool_guardrails.py;agent/trace_upload.py;agent/transcription_provider.py;agent/transcription_registry.py;agent/transports/chat_completions.py;agent/transports/codex.py;agent/transports/hermes_tools_mcp_server.py;agent/tts_registry.py;agent/usage_pricing.py;agent/verification_evidence.py;agent/verification_stop.py;agent/vertex_adapter.py;agent/video_gen_registry.py;agent/web_search_provider.py;agent/web_search_registry.py;apps/bootstrap-installer/src-tauri/src/bootstrap.rs;apps/bootstrap-installer/src-tauri/src/powershell.rs;apps/bootstrap-installer/src-tauri/src/update.rs;apps/bootstrap-installer/src/lib/format.ts;apps/bootstrap-installer/src/routes/progress.tsx;apps/shared/src/backend-scope.ts;apps/shared/src/cron-trigger-controller.ts;apps/shared/src/data-url-read-max.ts;apps/shared/src/index.ts;apps/shared/src/json-rpc-gateway.ts;apps/shared/src/translucency.ts;batch_runner.py;cli.py;cron/executions.py;cron/lifecycle_guard.py;hermes_constants.py;hermes_state.py;hermes_state_common.py;hermes_state_portability.py;hermes_state_schema.py;hermes_state_search.py;mcp_serve.py;model_tools.py;plugins/browser/browser_use/provider.py;plugins/cron_providers/chronos/__init__.py;plugins/hermes-achievements/dashboard/plugin_api.py;plugins/image_gen/krea/__init__.py;plugins/image_gen/openai-codex/__init__.py;plugins/image_gen/openrouter/__init__.py;plugins/image_gen/xai/__init__.py;plugins/kanban/dashboard/plugin_api.py;plugins/memory/__init__.py;plugins/memory/hindsight/__init__.py;plugins/memory/hindsight/templates.py;plugins/memory/holographic/store.py;plugins/memory/honcho/__init__.py;plugins/memory/honcho/cli.py;plugins/memory/honcho/client.py;plugins/memory/honcho/session.py;plugins/memory/openviking/__init__.py;plugins/memory/retaindb/__init__.py;plugins/model-providers/actual/__init__.py;plugins/model-providers/commandcode/__init__.py;plugins/model-providers/copilot/__init__.py;plugins/model-providers/custom/__init__.py;plugins/model-providers/deepseek/__init__.py;plugins/model-providers/kimi-coding/__init__.py;plugins/model-providers/meta-ai/__init__.py;plugins/model-providers/nous/__init__.py;plugins/model-providers/ollama-cloud/__init__.py;plugins/model-providers/opencode-free/__init__.py;plugins/model-providers/opencode-zen/__init__.py;plugins/model-providers/openrouter/__init__.py;plugins/model-providers/upstage/__init__.py;plugins/model-providers/zai/__init__.py;plugins/observability/langfuse/__init__.py;plugins/observability/nemo_relay/__init__.py;plugins/platforms/a2a/tools.py;plugins/platforms/discord/adapter.py;plugins/platforms/email/adapter.py;plugins/platforms/feishu/adapter.py;plugins/platforms/google_chat/adapter.py;plugins/platforms/matrix/adapter.py;plugins/platforms/mattermost/adapter.py;plugins/platforms/photon/adapter.py;plugins/platforms/raft/adapter.py;plugins/platforms/slack/adapter.py;plugins/platforms/telegram/adapter.py;plugins/platforms/telegram/telegram_network.py;plugins/platforms/wecom/adapter.py;plugins/platforms/whatsapp/adapter.py;plugins/plugin_storage.py;plugins/teams_pipeline/cli.py;plugins/teams_pipeline/meetings.py;plugins/teams_pipeline/pipeline.py;plugins/video_gen/fal/__init__.py;plugins/web/exa/provider.py;plugins/web/firecrawl/provider.py;plugins/web/keenable/__init__.py;plugins/web/keenable/provider.py;plugins/web/keyless_mcp.py;plugins/web/parallel/provider.py;plugins/web/tavily/provider.py;providers/__init__.py;providers/base.py;registration_lifecycle.py;tools/annotate_preview_tool.py;tools/ansi_strip.py;tools/apply_layout_tool.py;tools/approval.py;tools/binary_extensions.py;tools/bot_failure_reasons.py;tools/bot_mode_dm.py;tools/bot_mode_probe.py;tools/bot_relay.py;tools/browser_camofox.py;tools/browser_cdp_tool.py;tools/browser_extension_router.py;tools/browser_tool.py;tools/browser_use_cli.py;tools/budget_config.py;tools/checkpoint_manager.py;tools/clarify_gateway.py;tools/clarify_tool.py;tools/close_preview_tool.py;tools/computer_use/browser_route.py;tools/computer_use/cua_backend.py;tools/computer_use/doctor.py;tools/computer_use/schema.py;tools/computer_use/tool.py;tools/credential_files.py;tools/delegation_live_log.py;tools/drive_preview_tool.py;tools/environments/base.py;tools/environments/docker.py;tools/environments/local.py;tools/environments/singularity.py;tools/environments/ssh.py;tools/file_operations.py;tools/file_tools.py;tools/focus_pane_tool.py;tools/fuzzy_match.py;tools/hook_output_spill.py;tools/image_generation_tool.py;tools/interpreter_shutdown.py;tools/kanban_tools.py;tools/lazy_deps.py;tools/mcp_oauth.py;tools/mcp_oauth_manager.py;tools/mcp_schema_cache.py;tools/memory_tool.py;tools/open_preview_tool.py;tools/patch_parser.py;tools/plugin_guard.py;tools/project_tools.py;tools/react_to_message_tool.py;tools/read_preview_tool.py;tools/self_repo_guard.py;tools/send_message_tool.py;tools/session_search_tool.py;tools/setup_mcp_tool.py;tools/shell_heredoc.py;tools/skill_ledger.py;tools/skill_manager_tool.py;tools/skill_usage.py;tools/skillevaluator_scan.py;tools/skills_guard.py;tools/skills_hub.py;tools/skills_sync.py;tools/skills_tool.py;tools/spill_safety.py;tools/subagent_worktree.py;tools/terminal_hints.py;tools/todo_tool.py;tools/tool_backend_helpers.py;tools/tool_result_storage.py;tools/tool_search.py;tools/tour_tool.py;tools/transcription_tools.py;tools/tts_tool.py;tools/vision_tools.py;tools/voice_client_config.py;tools/voice_mode.py;tools/web_tools.py;tools/x_search_tool.py;tools/xai_http.py;toolsets.py;ui-tui/packages/hermes-ink/src/entry-exports.ts;ui-tui/packages/hermes-ink/src/ink/ansi-transition.ts;ui-tui/packages/hermes-ink/src/ink/components/App.tsx;ui-tui/packages/hermes-ink/src/ink/ink.tsx;ui-tui/packages/hermes-ink/src/ink/log-update.ts;ui-tui/packages/hermes-ink/src/ink/parse-keypress.ts;ui-tui/packages/hermes-ink/src/ink/render-node-to-output.ts;ui-tui/packages/hermes-ink/src/ink/screen.ts;ui-tui/packages/hermes-ink/src/ink/terminal.ts;ui-tui/packages/hermes-ink/src/ink/termio/osc.ts;ui-tui/packages/hermes-ink/src/ink/termio/tokenize.ts;ui-tui/packages/hermes-ink/src/utils/execFileNoThrow.ts;ui-tui/src/app/createGatewayEventHandler.ts;ui-tui/src/app/inputSelectionStore.ts;ui-tui/src/app/interfaces.ts;ui-tui/src/app/sessionResumeView.ts;ui-tui/src/app/slash/commands/core.ts;ui-tui/src/app/turnController.ts;ui-tui/src/app/uiStore.ts;ui-tui/src/app/useConfigSync.ts;ui-tui/src/app/useInputHandlers.ts;ui-tui/src/app/useMainApp.ts;ui-tui/src/app/usePet.ts;ui-tui/src/app/useSessionLifecycle.ts;ui-tui/src/components/appLayout.tsx;ui-tui/src/components/appOverlays.tsx;ui-tui/src/components/messageLine.tsx;ui-tui/src/components/prompts.tsx;ui-tui/src/components/streamingAssistant.tsx;ui-tui/src/components/textInput.tsx;ui-tui/src/components/thinking.tsx;ui-tui/src/content/hotkeys.ts;ui-tui/src/domain/composerHighlights.ts;ui-tui/src/domain/messages.ts;ui-tui/src/domain/slash.ts;ui-tui/src/gatewayTypes.ts;ui-tui/src/lib/messages.ts;ui-tui/src/lib/model-search-text.ts;ui-tui/src/lib/petPolling.ts;ui-tui/src/lib/terminalSetup.ts;ui-tui/src/lib/text.ts;ui-tui/src/lib/viewportStore.ts;ui-tui/src/lib/virtualHeights.ts;ui-tui/src/types.ts;utils.py;web/src/App.tsx;web/src/components/MemoryPressureBanner.tsx;web/src/components/ProfileScopeBanner.tsx;web/src/lib/api.ts;web/src/lib/cron-job.ts;web/src/lib/keyboard-inset.ts;web/src/lib/model-search-text.ts;web/src/lib/pty-composition.ts;web/src/lib/pty-keyboard-shortcuts.ts;web/src/lib/pty-scroll.ts;web/src/lib/session-prune.ts;web/src/pages/ChatPage.tsx;web/src/pages/CronPage.tsx;web/src/pages/ModelsPage.tsx;web/src/pages/ProfilesPage.tsx;web/src/pages/SessionsPage.tsx;web/src/pages/SystemPage.tsx;web/src/pages/WebhooksPage.tsx;web/src/plugins/registry.ts	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	core-runtime:R09-merge-parent-integration;desktop-current:D10-merge-parent-integration;cli-current:CLI00-merge-parent-integration
a0ca7c19204e514f9590ce3b812e029b315ab9e9	cron/__init__.py	1	R06-one-shot-rearm-blocked	upstream-contract-blocked	upstream-contract-blocked	authority-blocked	core-runtime:R05-cron-execution-and-retirement;cli-current:CLI10-one-shot-rearm-contract
dc50f020905d5bdca5d5f683a5898f85b9c07dbd	hermes_state_portability.py	1	R10-host-runtime	host-only	host-only	none	none
10a070bd491087bc724bb907bf5dda5eeb181642	agent/auxiliary_client.py	1	R10-host-runtime	host-only	host-only	none	core-runtime:R07-provider-and-host-runtime
3834e8972488911e4160f2f36bfef923e5c319d5	hermes_constants.py	1	R10-host-runtime	host-only	host-only	none	none
9857bcba5c44f9d1db65010d1cc1b80a3a6a0a6d	hermes_constants.py	1	R10-host-runtime	host-only	host-only	none	none
1a95d0d58e59669f8dc1b0b955e372411f6be410	acp_adapter/permissions.py;agent/auxiliary_client.py;agent/chat_completion_helpers.py;agent/credential_pool.py;agent/image_routing.py;agent/model_metadata.py;agent/transports/codex.py;agent/usage_pricing.py;agent/vertex_adapter.py;cli.py;cron/__init__.py;cron/lifecycle_guard.py;hermes_constants.py;hermes_state.py;hermes_state_common.py;hermes_state_portability.py;hermes_state_schema.py;hermes_state_search.py;plugins/kanban/dashboard/plugin_api.py;plugins/platforms/telegram/adapter.py;tools/approval.py;tools/bot_failure_reasons.py;tools/bot_mode_dm.py;tools/bot_mode_probe.py;tools/bot_relay.py;tools/browser_tool.py;tools/browser_use_cli.py;tools/environments/base.py;tools/environments/docker.py;tools/environments/local.py;tools/environments/singularity.py;tools/file_tools.py;tools/interpreter_shutdown.py;tools/skill_usage.py;tools/skills_guard.py;tools/transcription_tools.py;tools/vision_tools.py;tools/voice_client_config.py;ui-tui/packages/hermes-ink/src/ink/termio/osc.ts;ui-tui/packages/hermes-ink/src/utils/execFileNoThrow.ts;web/src/pages/ModelsPage.tsx	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	client-wire:W01-transcript-rewind-carriers;desktop-current:D10-merge-parent-integration;cli-current:CLI00-merge-parent-integration
d7e4204e77edb278508862b4e2094819c9ae180b	plugins/platforms/wecom/adapter.py	1	R09-other-client-only	other-client-only	other-client-only	none	gateway-platform-current:G03-source-profile-auth
7befc1d2dd76f436758aeacfb625557ecefe798c	plugins/platforms/wecom/adapter.py	1	R09-other-client-only	other-client-only	other-client-only	none	gateway-platform-current:G03-source-profile-auth
8163c8731b47637e9e38f3ccde78a021a7af2782	tools/approval.py	1	R10-host-runtime	host-only	host-only	none	none
a7aa814c421fb0e5a24971690bb5e2c3a8ad28df	tools/approval.py	1	R10-host-runtime	host-only	host-only	none	none
394f0f0902b6168df733a8c655eb59753b74e94e	agent/model_metadata.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	none
4d729e4b31c5c39bb6b1f351a0c3928909db45dc	agent/model_metadata.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	none
316d52faf2fda0470a8656f447174421e37182ac	batch_runner.py	1	R10-host-runtime	host-only	host-only	none	none
a26154aceb74abf5ea9243f0e1c1a128c19b6e63	batch_runner.py	1	R10-host-runtime	host-only	host-only	none	none
c099ef05de6281f7841a88754443de29f0dd4b9a	tools/bot_mode_dm.py;tools/bot_relay.py	1	R05-a2a-canonical-transcript	portable-already-covered	covered-by-predecessor-ledger	message-agent-current	none
42a6d761d2dc7dc2b618c26ca10983896a5186de	tools/bot_relay.py	1	R05-a2a-canonical-transcript	portable-already-covered	covered-by-predecessor-ledger	message-agent-current	client-wire:W05-bot-relay-delivery
9c013eaaf80a7adad9f46d21d5c8b60ad11cd9ad	web/src/lib/pty-scroll.ts;web/src/pages/ChatPage.tsx	1	R09-other-client-only	other-client-only	other-client-only	none	client-wire:W06-dashboard-update-config
c9e2a46df60ed22fd78207b7d8594449d85f9528	agent/usage_pricing.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	none
97850afa333d83e9161a5a9d9df31c8f6d659688	plugins/memory/hindsight/__init__.py	1	R08-learned-memory-blocked	upstream-contract-blocked	upstream-contract-blocked	authority-blocked	none
497d6d5a66d45e66903d8f24c2f9f6d9af75dfd5	plugins/memory/hindsight/__init__.py	1	R08-learned-memory-blocked	upstream-contract-blocked	upstream-contract-blocked	authority-blocked	none
32fb12a2353df39c7c43cbc027bf220426efe281	plugins/memory/hindsight/__init__.py	1	R08-learned-memory-blocked	upstream-contract-blocked	upstream-contract-blocked	authority-blocked	none
ec5e369fe68f4abb3188767c751d6166d2139f0a	agent/model_metadata.py;agent/usage_pricing.py;batch_runner.py;cli.py;hermes_state.py;plugins/memory/hindsight/__init__.py;plugins/platforms/wecom/adapter.py;tools/approval.py;tools/bot_mode_dm.py;tools/bot_relay.py;web/src/lib/pty-scroll.ts;web/src/pages/ChatPage.tsx	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	client-wire:W01-transcript-rewind-carriers;desktop-current:D10-merge-parent-integration;cli-current:CLI00-merge-parent-integration
6e534df114097b86fa82b464f33830fc5c97e2fa	agent/auxiliary_client.py;agent/model_metadata.py;agent/usage_pricing.py;batch_runner.py;cli.py;hermes_constants.py;hermes_state.py;plugins/memory/hindsight/__init__.py;plugins/platforms/wecom/adapter.py;tools/approval.py;tools/bot_mode_dm.py;tools/bot_relay.py;web/src/lib/pty-scroll.ts;web/src/pages/ChatPage.tsx	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	core-runtime:R09-merge-parent-integration;desktop-current:D10-merge-parent-integration;cli-current:CLI00-merge-parent-integration
8e46e2c4c49391737e311aad12be829062364bac	agent/auxiliary_client.py;cli.py;hermes_state.py	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	core-runtime:R09-merge-parent-integration;desktop-current:D10-merge-parent-integration
9153be2a5126f8280839a58d143ddcf80afc6d12	apps/shared/src/json-rpc-gateway.ts	1	R02-gateway-heartbeat	portable-already-covered	covered-by-open-talaria-slice	gateway-heartbeat-current	desktop-current:D09-test-fixture-localization-or-build
e3f695e5e00ef8718d8829fbe44fd3d2e36ed236	ui-tui/src/gatewayClient.ts;ui-tui/src/gatewayTypes.ts	1	R02-gateway-heartbeat	portable-already-covered	covered-by-open-talaria-slice	gateway-heartbeat-current	none
111d8095627b2d56b4a70df4b78b950864af6f28	plugins/platforms/telegram/adapter.py	1	R09-other-client-only	other-client-only	other-client-only	none	none
e400e0088767a596ee21985d661a924cb087775a	plugins/platforms/telegram/adapter.py	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	none
057dcdf236f8a6a26721c10fcc6ccb72726e272a	plugins/platforms/telegram/adapter.py	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	core-runtime:R09-merge-parent-integration;desktop-current:D10-merge-parent-integration;cli-current:CLI00-merge-parent-integration
